,Title,Author,Main Genre,Sub Genre,Type,Price,Rating,Number_people_rated,URLs,Rating category
6804,rippling ab fired body series vol 7 fired body,Paul Martin,Sports,Cheerleading,Kindle Edition,234.82,4.3,21.0,https://www.amazon.in/Rippling-Abs-Fired-Body-Vol-ebook/dp/B01AHBW6TE/ref=zg_bs_g_1318239031_d_sccl_1/000-0000000-0000000?psc=1,Good
6806,ai sport beautiful woman photo collection armpit fetish ai beautiful woman photo collection armpit fetish japanese edition,kinaco,Sports,Cheerleading,Kindle Edition,286.0,3.0,1.0,https://www.amazon.in/Sports-Beautiful-Collection-Armpits-Japanese-ebook/dp/B0CQWF1MGG/ref=zg_bs_g_1318239031_d_sccl_3/000-0000000-0000000?psc=1,Bad
6807,definition beginner fired body series vol 8 fired body,Paul Martin,Sports,Cheerleading,Kindle Edition,239.54,3.6,6.0,https://www.amazon.in/Definition-Beginner-Fired-Body-Vol-ebook/dp/B01NAQALD7/ref=zg_bs_g_1318239031_d_sccl_4/000-0000000-0000000?psc=1,Good
6808,blonde beauty photo collection glossy swimsuit edition vol5 japanese edition,Blonde beauty photo studio Ai,Sports,Cheerleading,Kindle Edition,278.0,5.0,1.0,https://www.amazon.in/Blonde-Beauty-Collection-Swimsuit-Japanese-ebook/dp/B0CKDW3G5H/ref=zg_bs_g_1318239031_d_sccl_5/000-0000000-0000000?psc=1,Good
6809,jimny covered car fun fully open driving japanese edition,Nikaido Yutaka,Sports,Cheerleading,Kindle Edition,226.0,4.5,2.0,https://www.amazon.in/Jimny-covered-fully-driving-Japanese-ebook/dp/B0CQR1NHPK/ref=zg_bs_g_1318239031_d_sccl_6/000-0000000-0000000?psc=1,Good
6810,cynefin framework guide agile leadership project management method type project waterfall scrum kanban,Charles E. Stuart,Sports,Cheerleading,Paperback,347.0,2.6,5.0,https://www.amazon.in/Cynefin-Framework-Guide-Agile-Leadership-Management/dp/1638860262/ref=zg_bs_g_1318239031_d_sccl_7/000-0000000-0000000?psc=1,Bad
6811,japanese muscular bodybuilder guy photo book muscle model japan 12 also available english user super sexy asian smooth skinned body japanese edition,Muscle Photographer Nobi,Sports,Cheerleading,Kindle Edition,449.0,3.9,30.0,https://www.amazon.in/Japanese-muscular-bodybuilder-photo-book-ebook/dp/B0CB35XHFL/ref=zg_bs_g_1318239031_d_sccl_8/000-0000000-0000000?psc=1,Good
6812,winning cardio strength workout cheerleader develop explosive power relentless stamen radically improve cheer stunt tumbling competitive cheerleader book 2,Alton Skinner,Sports,Cheerleading,Kindle Edition,290.28,4.5,2.0,https://www.amazon.in/Winning-Cardio-Strength-Workouts-Cheerleaders-ebook/dp/B00DGBWOPO/ref=zg_bs_g_1318239031_d_sccl_9/000-0000000-0000000?psc=1,Good
6813,ai sport beautiful woman photo collection armpit fetish ai beautiful woman photo collection armpit fetish japanese edition,kinaco,Sports,Cheerleading,Kindle Edition,281.0,3.0,1.0,https://www.amazon.in/Sports-Beautiful-Collection-Armpits-Japanese-ebook/dp/B0CPWKFJFN/ref=zg_bs_g_1318239031_d_sccl_10/000-0000000-0000000?psc=1,Bad
6816,rg shintaisou wagakowoyuushuunasennshunisodateru asitakaratukaeru mamanotameno sapo tohouhou rg ballet kangaeruchikara yaruki maemukinakokorowo hagukumu 5tunostep japanese edition,Miyahata Michiko,Sports,Cheerleading,Kindle Edition,99.0,4.3,53.0,https://www.amazon.in/shintaisou-wagakowoyuushuunasennshunisodateru-asitakaratukaeru-mamanotameno-sapo-tohouhou-ebook/dp/B0CCMC1S4B/ref=zg_bs_g_1318239031_d_sccl_13/000-0000000-0000000?psc=1,Good
6817,ai beautiful woman nurse uniform photo collection ai gravure series japanese edition,AI Beauty and AI Gravure Laboratory,Sports,Cheerleading,Kindle Edition,169.0,5.0,1.0,https://www.amazon.in/Beautiful-Uniform-Collection-Gravure-Japanese-ebook/dp/B0CGRC5ZQR/ref=zg_bs_g_1318239031_d_sccl_14/000-0000000-0000000?psc=1,Good
6819,kyouei joshi2 japanese edition,Shinamon,Sports,Cheerleading,Kindle Edition,165.0,4.1,5.0,https://www.amazon.in/kyouei-joshi2-Japanese-Shinamon-ebook/dp/B0CLH9944Z/ref=zg_bs_g_1318239031_d_sccl_16/000-0000000-0000000?psc=1,Good
6821,cute athlete girl woman track field ai beautiful woman photo album vol1 japanese edition,AOYAMA,Sports,Cheerleading,Kindle Edition,169.0,5.0,1.0,https://www.amazon.in/athlete-women-track-beautiful-Japanese-ebook/dp/B0CDVBHDMT/ref=zg_bs_g_1318239031_d_sccl_18/000-0000000-0000000?psc=1,Good
6822,platform sun shadow trajectory courage friendship reflected white sand japanese edition,AIDreamFactory,Sports,Cheerleading,Kindle Edition,449.0,3.8,7.0,https://www.amazon.in/platform-trajectory-friendship-reflected-Japanese-ebook/dp/B0CK6ZGQNH/ref=zg_bs_g_1318239031_d_sccl_19/000-0000000-0000000?psc=1,Good
6823,baton twirling master baton twirler step step move instruction,Susan Style,Sports,Cheerleading,Paperback,1043.0,4.1,182.0,https://www.amazon.in/Baton-Twirling-Master-Twirler-Instructions/dp/1910085251/ref=zg_bs_g_1318239031_d_sccl_20/000-0000000-0000000?psc=1,Good
6824,zen martial art,Joe Hyams,Sports,Combat Sports & Self-Defence,Mass Market Paperback,406.25,4.7,935.0,https://www.amazon.in/Zen-Martial-Arts-Joe-Hyams/dp/0553275593/ref=zg_bs_g_1318240031_d_sccl_1/000-0000000-0000000?psc=1,Good
6826,book five ring classic text japanese way sword shambhala library,Miyamoto Musashi,Sports,Combat Sports & Self-Defence,Mass Market Paperback,418.89,4.5,2074.0,https://www.amazon.in/Book-Five-Rings-Japanese-Shambhala/dp/1590302486/ref=zg_bs_g_1318240031_d_sccl_3/000-0000000-0000000?psc=1,Good
6827,water friend true teaching bruce lee,Shannon Lee,Sports,Combat Sports & Self-Defence,Audible Audiobook,888.0,4.6,4185.0,https://www.amazon.in/Be-Water-My-Friend-Teachings/dp/B08KFH1WRD/ref=zg_bs_g_1318240031_d_sccl_4/000-0000000-0000000?psc=1,Good
6828,bruce lee,Matthew Polly,Sports,Combat Sports & Self-Defence,Paperback,424.0,4.7,915.0,https://www.amazon.in/Bruce-Lee-Life-Matthew-Polly/dp/1471175723/ref=zg_bs_g_1318240031_d_sccl_5/000-0000000-0000000?psc=1,Good
6829,book five ring,Miyamoto Musashi,Sports,Combat Sports & Self-Defence,Hardcover,401.0,4.4,4130.0,https://www.amazon.in/Book-Five-Rings-Hardcover-Library/dp/9389440556/ref=zg_bs_g_1318240031_d_sccl_6/000-0000000-0000000?psc=1,Good
6830,book five ring miyamoto musashi hardcover international bestseller book,Miyamoto Musashi,Sports,Combat Sports & Self-Defence,Hardcover,98.0,4.4,4130.0,https://www.amazon.in/Miyamoto-Musashi-Hardcover-International-bestseller/dp/8196198817/ref=zg_bs_g_1318240031_d_sccl_7/000-0000000-0000000?psc=1,Good
6831,musashi dokkodo way walking alone half crazy half genius finding modern meaning sword saint last word,Miyamoto Musashi,Sports,Combat Sports & Self-Defence,Kindle Edition,449.0,4.2,663.0,https://www.amazon.in/Musashis-Dokkodo-Walking-Alone-Genius-Finding-ebook/dp/B017ROWVU8/ref=zg_bs_g_1318240031_d_sccl_8/000-0000000-0000000?psc=1,Good
6832,zen martial art,Joe Hyams,Sports,Combat Sports & Self-Defence,Kindle Edition,264.54,4.7,935.0,https://www.amazon.in/Zen-Martial-Arts-Joe-Hyams-ebook/dp/B003IS764O/ref=zg_bs_g_1318240031_d_sccl_9/000-0000000-0000000?psc=1,Good
6833,karate beginner guide learn different style stance technique,Tommy Cariole,Sports,Combat Sports & Self-Defence,Kindle Edition,193.65,3.3,2.0,https://www.amazon.in/Karate-Beginners-Guide-Different-Techniques-ebook/dp/B007UPLS5E/ref=zg_bs_g_1318240031_d_sccl_10/000-0000000-0000000?psc=1,Good
6834,surya namaskar,Satyananda Saraswati,Sports,Combat Sports & Self-Defence,Paperback,70.0,4.6,580.0,https://www.amazon.in/Surya-Namaskar-Satyananda-Saraswati/dp/8185787352/ref=zg_bs_g_1318240031_d_sccl_11/000-0000000-0000000?psc=1,Good
6835,book five ring strategy samurai,Miyamoto Musashi,Sports,Combat Sports & Self-Defence,Kindle Edition,105.0,4.7,70.0,https://www.amazon.in/Book-Five-Rings-Strategy-Samurai-ebook/dp/B07DCYMNFM/ref=zg_bs_g_1318240031_d_sccl_12/000-0000000-0000000?psc=1,Good
6836,sport illustrated muhammad ali tribute,Editors of Sports Illustrated,Sports,Combat Sports & Self-Defence,Hardcover,1448.0,4.6,146.0,https://www.amazon.in/Sports-Illustrated-Muhammad-Ali-Tribute/dp/1933821043/ref=zg_bs_g_1318240031_d_sccl_13/000-0000000-0000000?psc=1,Good
6837,six healing sound,Mantak Chia,Sports,Combat Sports & Self-Defence,Paperback,344.0,4.6,114.0,https://www.amazon.in/SIX-HEALING-SOUNDS-Mantak-Chia/dp/1594771561/ref=zg_bs_g_1318240031_d_sccl_14/000-0000000-0000000?psc=1,Good
6838,samurai series book five ring hagakure way samurai art war bushido soul japan,Miyamoto Musashi,Sports,Combat Sports & Self-Defence,Paperback,447.0,4.3,61.0,https://www.amazon.in/Samurai-Rings-Hagakure-Bushido-Japan/dp/9395741996/ref=zg_bs_g_1318240031_d_sccl_15/000-0000000-0000000?psc=1,Good
6839,wing chun martial art principle technique,Yip Chun,Sports,Combat Sports & Self-Defence,Kindle Edition,449.0,4.3,189.0,https://www.amazon.in/Wing-Chun-Martial-Principles-Techniques-ebook/dp/B07CKLVRH8/ref=zg_bs_g_1318240031_d_sccl_16/000-0000000-0000000?psc=1,Good
6840,shotokan karate ultimate grading training summary guide white black belt jkf kugb etc,Phil Pierce,Sports,Combat Sports & Self-Defence,Kindle Edition,236.0,3.9,113.0,https://www.amazon.in/Shotokan-Karate-Ultimate-Grading-Training-ebook/dp/B009V5AJRO/ref=zg_bs_g_1318240031_d_sccl_17/000-0000000-0000000?psc=1,Good
6841,book five ring miyamoto musashi,D E Tarver,Sports,Combat Sports & Self-Defence,Paperback,588.0,4.4,313.0,https://www.amazon.in/Book-Five-Rings-Miyamoto-Musashi/dp/059530124X/ref=zg_bs_g_1318240031_d_sccl_18/000-0000000-0000000?psc=1,Good
6842,karate ultimate beginner guide mastering karate 30 minute less karate karate beginner tai chi martial art fight self defense taoism,Simon Hiroke,Sports,Combat Sports & Self-Defence,Kindle Edition,224.2,2.8,27.0,https://www.amazon.in/Karate-Ultimate-Beginners-Mastering-Minutes-ebook/dp/B00WW5LLA4/ref=zg_bs_g_1318240031_d_sccl_19/000-0000000-0000000?psc=1,Bad
6843,shorin ryu karate legacy bodyguard king okinawa encyclopedia shorin ryu karate book 1,Emanuel Giordano,Sports,Combat Sports & Self-Defence,Kindle Edition,449.0,4.2,22.0,https://www.amazon.in/Shorin-ryu-Karate-bodyguards-Okinawa-Encyclopedia-ebook/dp/B07P5MZC4H/ref=zg_bs_g_1318240031_d_sccl_20/000-0000000-0000000?psc=1,Good
6844,karlakattai ancient warrior practice,Dr. K. Jothi Senthil Kannan,Sports,Combat Sports & Self-Defence,Kindle Edition,315.0,4.5,72.0,https://www.amazon.in/Karlakattai-Dr-Jothi-Senthil-Kannan-ebook/dp/B081FD3Z32/ref=zg_bs_g_1318240031_d_sccl_21/000-0000000-0000000?psc=1,Good
6845,martial art champion bruce lee,Abhishek Kumar,Sports,Combat Sports & Self-Defence,Paperback,100.0,4.3,11.0,https://www.amazon.in/Martial-Arts-Champion-Bruce-Lee/dp/9390378842/ref=zg_bs_g_1318240031_d_sccl_22/000-0000000-0000000?psc=1,Good
6846,water friend teaching bruce lee,Shannon Lee,Sports,Combat Sports & Self-Defence,Paperback,599.0,4.6,4185.0,https://www.amazon.in/Be-Water-My-Friend-Teachings/dp/1250206707/ref=zg_bs_g_1318240031_d_sccl_23/000-0000000-0000000?psc=1,Good
6847,complete krav maga ultimate guide 250 self defense combative technique,Darren Levine,Sports,Combat Sports & Self-Defence,Paperback,1299.0,4.6,1226.0,https://www.amazon.in/Complete-Krav-Maga-Self-Defense-Techniques/dp/1612435580/ref=zg_bs_g_1318240031_d_sccl_24/000-0000000-0000000?psc=1,Good
6848,solitary fitness need fancy gym expensive gear fit,Charles Bronson,Sports,Combat Sports & Self-Defence,Kindle Edition,455.72,4.4,1460.0,https://www.amazon.in/Solitary-Fitness-Dont-Fancy-Expensive-ebook/dp/B00ALU7E2Q/ref=zg_bs_g_1318240031_d_sccl_25/000-0000000-0000000?psc=1,Good
6849,100 deadly skill navy seal guide crushing enemy fighting life embracing inner badass,Clint Emerson,Sports,Combat Sports & Self-Defence,Hardcover,569.0,4.7,2193.0,https://www.amazon.in/100-Deadly-Skills-Crushing-Embracing/dp/9394924566/ref=zg_bs_g_1318240031_d_sccl_26/000-0000000-0000000?psc=1,Good
6850,muhammad ali memoir,Michael Parkinson,Sports,Combat Sports & Self-Defence,Paperback,448.0,4.4,358.0,https://www.amazon.in/MUHAMMAD-ALI-MEMOIR-Michael-Parkinson/dp/1473651506/ref=zg_bs_g_1318240031_d_sccl_27/000-0000000-0000000?psc=1,Good
6851,book five ring graphic novel,Miyamoto Musashi,Sports,Combat Sports & Self-Defence,Paperback,823.55,4.7,239.0,https://www.amazon.in/Book-Five-Rings-Graphic-Novel/dp/1611800129/ref=zg_bs_g_1318240031_d_sccl_28/000-0000000-0000000?psc=1,Good
6852,water friend true teaching bruce lee,Shannon Lee,Sports,Combat Sports & Self-Defence,Hardcover,665.0,4.6,4185.0,https://www.amazon.in/Be-Water-My-Friend-Teachings/dp/1846046661/ref=zg_bs_g_1318240031_d_sccl_29/000-0000000-0000000?psc=1,Good
6853,ladkiyon ke liye self defence,Suman Nalwa,Sports,Combat Sports & Self-Defence,Paperback,120.0,4.2,3.0,https://www.amazon.in/Ladkiyon-Ke-Liye-Self-Defence/dp/9351864529/ref=zg_bs_g_1318240031_d_sccl_30/000-0000000-0000000?psc=1,Good
6854,undisputed truth autobiography,Mike Tyson,Sports,Combat Sports & Self-Defence,Kindle Edition,267.86,4.5,7114.0,https://www.amazon.in/Undisputed-Truth-Autobiography-Mike-Tyson-ebook/dp/B00DKEADI2/ref=zg_bs_g_1318240031_d_sccl_1/000-0000000-0000000?psc=1,Good
6855,kalarippayattu guide book,Jules  Morel,Sports,Combat Sports & Self-Defence,Kindle Edition,449.0,4.4,6.0,https://www.amazon.in/Kalarippayattu-Guide-Book-Jules-Morel-ebook/dp/B08TZV6WQL/ref=zg_bs_g_1318240031_d_sccl_2/000-0000000-0000000?psc=1,Good
6856,book five ring,Miyamoto Musashi,Sports,Combat Sports & Self-Defence,Paperback,214.0,4.4,20.0,https://www.amazon.in/Book-Five-Rings-Miyamoto-Musashi/dp/1607961172/ref=zg_bs_g_1318240031_d_sccl_3/000-0000000-0000000?psc=1,Good
6857,enter dangal travel india wrestling landscape,Rudraneil Sengupta,Sports,Combat Sports & Self-Defence,Paperback,261.61,4.5,29.0,https://www.amazon.in/Enter-Dangal-Travels-Wrestling-Landscape/dp/9350297698/ref=zg_bs_g_1318240031_d_sccl_4/000-0000000-0000000?psc=1,Good
6858,art war,Sun Tzu,Sports,Combat Sports & Self-Defence,Kindle Edition,173.13,4.3,13535.0,https://www.amazon.in/Art-War-Sun-Tzu-ebook/dp/B0CSGBX3B9/ref=zg_bs_g_1318240031_d_sccl_5/000-0000000-0000000?psc=1,Good
6859,chinese gung fu philosophical art self defense,Bruce Lee,Sports,Combat Sports & Self-Defence,Paperback,642.62,4.7,339.0,https://www.amazon.in/Chinese-Gung-Fu-Philosophical-Self-Defense/dp/0897501128/ref=zg_bs_g_1318240031_d_sccl_6/000-0000000-0000000?psc=1,Good
6860,book five ring illustrated edition,Miyamoto Musashi,Sports,Combat Sports & Self-Defence,Hardcover,783.0,4.4,313.0,https://www.amazon.in/Book-Five-Rings-Illustrated/dp/1515422763/ref=zg_bs_g_1318240031_d_sccl_7/000-0000000-0000000?psc=1,Good
6861,book five ring,Miyamoto Musashi,Sports,Combat Sports & Self-Defence,Paperback,579.0,4.4,4130.0,https://www.amazon.in/Book-Five-Rings-Miyamoto-Musashi/dp/1604593709/ref=zg_bs_g_1318240031_d_sccl_8/000-0000000-0000000?psc=1,Good
6862,voice reason v p pas enlightenment,Chael Sonnen,Sports,Combat Sports & Self-Defence,Kindle Edition,784.35,4.4,301.0,https://www.amazon.in/Voice-Reason-V-I-P-Pass-Enlightenment-ebook/dp/B09PLL3DVJ/ref=zg_bs_g_1318240031_d_sccl_9/000-0000000-0000000?psc=1,Good
6863,art peace teaching founder aikido pocket classic shambhala pocket classic,Morihei Ueshiba,Sports,Combat Sports & Self-Defence,Paperback,520.69,4.6,3108.0,https://www.amazon.in/Art-Peace-Shambhala-Pocket-Classics/dp/0877738513/ref=zg_bs_g_1318240031_d_sccl_10/000-0000000-0000000?psc=1,Good
6864,karate terminology,Tom Hill,Sports,Combat Sports & Self-Defence,Kindle Edition,136.91,3.6,16.0,https://www.amazon.in/Karate-Terminology-Tom-Hill-ebook/dp/B007KN3XRC/ref=zg_bs_g_1318240031_d_sccl_11/000-0000000-0000000?psc=1,Good
6865,mud sweat tear,Bear Grylls,Sports,Combat Sports & Self-Defence,Paperback,539.0,4.6,2166.0,https://www.amazon.in/Mud-Sweat-Tears-Bear-Grylls/dp/1905026498/ref=zg_bs_g_1318240031_d_sccl_12/000-0000000-0000000?psc=1,Good
6866,nitro incredible rise inevitable collapse ted turner wcw,Guy Evans,Sports,Combat Sports & Self-Defence,Audible Audiobook,836.0,4.6,1634.0,https://www.amazon.in/Nitro-Incredible-Inevitable-Collapse-Turners/dp/B08768RS89/ref=zg_bs_g_1318240031_d_sccl_13/000-0000000-0000000?psc=1,Good
6867,zen art archery,Eugen Herrigel,Sports,Combat Sports & Self-Defence,Paperback,394.69,4.4,1978.0,https://www.amazon.in/Zen-Art-Archery-Eugen-Herrigel/dp/0375705090/ref=zg_bs_g_1318240031_d_sccl_14/000-0000000-0000000?psc=1,Good
6868,book five ring,Miyamoto Musashi,Sports,Combat Sports & Self-Defence,Paperback,195.0,4.4,4130.0,https://www.amazon.in/Book-Five-Rings-Miyamoto-Musashi/dp/8196077084/ref=zg_bs_g_1318240031_d_sccl_15/000-0000000-0000000?psc=1,Good
6869,book five ring strategy musashi,Miyamoto Musashi,Sports,Combat Sports & Self-Defence,Audible Audiobook,140.0,4.4,4130.0,https://www.amazon.in/Book-Five-Rings-Strategy-Musashi/dp/B01N9TT6NZ/ref=zg_bs_g_1318240031_d_sccl_16/000-0000000-0000000?psc=1,Good
6870,split stretching self discipline exercise 2 book 1 bundle ultimate beginner book collection split stretching finally gain self discipline exercise,Freddie Masterson,Sports,Combat Sports & Self-Defence,Kindle Edition,449.0,3.8,3.0,https://www.amazon.in/Splits-Stretching-Self-Discipline-Exercise-Collection-ebook/dp/B07CQD7YC5/ref=zg_bs_g_1318240031_d_sccl_17/000-0000000-0000000?psc=1,Good
6871,warrior path second edition philosophy fighting martial art mythology,Daniele Bolelli,Sports,Combat Sports & Self-Defence,Audible Audiobook,1756.0,4.5,223.0,https://www.amazon.in/Warriors-Path-Second-Philosophy-Mythology/dp/B084KLYZR1/ref=zg_bs_g_1318240031_d_sccl_18/000-0000000-0000000?psc=1,Good
6873,undisputed truth autobiography,Mike Tyson,Sports,Combat Sports & Self-Defence,Paperback,419.69,4.5,7114.0,https://www.amazon.in/Undisputed-Truth-Autobiography-Mike-Tyson/dp/0007502532/ref=zg_bs_g_1318240031_d_sccl_20/000-0000000-0000000?psc=1,Good
6874,dhoni touch,Sundaresan Bharat,Sports,Cricket,Paperback,211.27,4.5,1344.0,https://www.amazon.in/Dhoni-Touch-Unravelling-Enigma-Mahendra/dp/0143440063/ref=zg_bs_g_1318245031_d_sccl_1/000-0000000-0000000?psc=1,Good
6875,playing way,Sachin Tendulkar,Sports,Cricket,Paperback,299.0,4.5,5185.0,https://www.amazon.in/Playing-My-Way-Sachin-Tendulkar/dp/1473605172/ref=zg_bs_g_1318245031_d_sccl_2/000-0000000-0000000?psc=1,Good
6876,great indian cricket circus amazing fact stats everything,Joy Bhattacharjya,Sports,Cricket,Paperback,406.25,4.6,34.0,https://www.amazon.in/Great-Indian-Cricket-Circus-Everything/dp/9356991154/ref=zg_bs_g_1318245031_d_sccl_3/000-0000000-0000000?psc=1,Good
6877,dhoni captain cool,Ayaz Memon,Sports,Cricket,Paperback,117.0,4.2,150.0,https://www.amazon.in/M-S-Dhoni-Captain-Cool/dp/8184955235/ref=zg_bs_g_1318245031_d_sccl_4/000-0000000-0000000?psc=1,Good
6878,test life,Yuvraj Singh,Sports,Cricket,Paperback,259.0,4.6,935.0,https://www.amazon.in/Test-My-Life-Cricket-Cancer/dp/0143449060/ref=zg_bs_g_1318245031_d_sccl_5/000-0000000-0000000?psc=1,Good
6879,sunny day,Sunil Gavaskar,Sports,Cricket,Paperback,316.0,4.6,187.0,https://www.amazon.in/Sunny-Days-Sunil-Gavaskars-Story/dp/8129118017/ref=zg_bs_g_1318245031_d_sccl_6/000-0000000-0000000?psc=1,Good
6880,coaching beyond day indian cricket team,R. Sridhar,Sports,Cricket,Paperback,257.0,4.3,210.0,https://www.amazon.in/COACHING-BEYOND-Days-Indian-Cricket/dp/9355208847/ref=zg_bs_g_1318245031_d_sccl_7/000-0000000-0000000?psc=1,Good
6881,driven virat kohli story revised updated world cup edition,Vijay Lokapally,Sports,Cricket,Paperback,321.0,4.6,5.0,https://www.amazon.in/Driven-Virat-Kohli-Revised-Updated/dp/9356407843/ref=zg_bs_g_1318245031_d_sccl_8/000-0000000-0000000?psc=1,Good
6882,sultan memoir,Wasim Akram,Sports,Cricket,Paperback,464.34,4.3,487.0,https://www.amazon.in/Sultan-Memoir-Wasim-Akram/dp/9356294623/ref=zg_bs_g_1318245031_d_sccl_9/000-0000000-0000000?psc=1,Good
6883,cricket quiz book fact trivia anecdote game,Kalyan B. Bhattacharyya,Sports,Cricket,Paperback,136.0,4.3,93.0,https://www.amazon.in/Cricket-Quiz-Book-Trivia-Anecdotes/dp/8129151731/ref=zg_bs_g_1318245031_d_sccl_10/000-0000000-0000000?psc=1,Good
6884,lord wankhede tale two title,W.V. Raman,Sports,Cricket,Paperback,241.0,4.1,24.0,https://www.amazon.in/Lords-Wankhede-Tales-Between-Titles/dp/935702588X/ref=zg_bs_g_1318245031_d_sccl_11/000-0000000-0000000?psc=1,Good
6885,indian cricket history 1983 2011,Rajanikanth Muppalla,Sports,Cricket,Kindle Edition,199.0,4.6,14.0,https://www.amazon.in/Cricket-History-1983-2011-Rajanikanth-Muppalla-ebook/dp/B01EBWW11S/ref=zg_bs_g_1318245031_d_sccl_12/000-0000000-0000000?psc=1,Good
6886,cop cricket,Neeraj Kumar,Sports,Cricket,Paperback,412.0,4.1,34.0,https://www.amazon.in/COP-CRICKET-Neeraj-Kumar/dp/9393986606/ref=zg_bs_g_1318245031_d_sccl_13/000-0000000-0000000?psc=1,Good
6887,man match paperback dhariwal sakshama puri,Sakshama Puri Dhariwal,Sports,Cricket,Paperback,150.0,4.4,275.0,https://www.amazon.in/Man-Match-Sakshama-Puri-Dhariwal/dp/0143426257/ref=zg_bs_g_1318245031_d_sccl_14/000-0000000-0000000?psc=1,Good
6888,captain cool dhoni story,Gulu Ezekiel,Sports,Cricket,Paperback,315.0,4.0,6.0,https://www.amazon.in/Captain-Cool-M-S-Dhoni-Story/dp/9395073438/ref=zg_bs_g_1318245031_d_sccl_15/000-0000000-0000000?psc=1,Good
6889,mumbai durban india greatest test,"S Raghunath,V.J, Giridhar",Sports,Cricket,Kindle Edition,313.95,4.7,33.0,https://www.amazon.in/Mumbai-Durban-Indias-Greatest-Tests-ebook/dp/B0821B37QT/ref=zg_bs_g_1318245031_d_sccl_16/000-0000000-0000000?psc=1,Good
6890,miracle men,Nikhil Naz,Sports,Cricket,Paperback,200.0,4.5,139.0,https://www.amazon.in/Miracle-Men-Greatest-Underdog-Cricket/dp/9388322231/ref=zg_bs_g_1318245031_d_sccl_17/000-0000000-0000000?psc=1,Good
6891,nine wave hb,Mihir Bose,Sports,Cricket,Hardcover,769.0,4.3,87.0,https://www.amazon.in/NINE-WAVES-HB-Mihir-Bose/dp/9388292626/ref=zg_bs_g_1318245031_d_sccl_18/000-0000000-0000000?psc=1,Good
6892,sultan memoir,Wasim Akram,Sports,Cricket,Audible Audiobook,1575.0,4.3,487.0,https://www.amazon.in/Audible-Sultan-A-Memoir/dp/B0BWX29JFH/ref=zg_bs_g_1318245031_d_sccl_19/000-0000000-0000000?psc=1,Good
6893,free hit story woman cricket india,Suprita Das,Sports,Cricket,Paperback,348.16,4.4,27.0,https://www.amazon.in/Free-Hit-Story-Womens-Cricket/dp/9353024552/ref=zg_bs_g_1318245031_d_sccl_20/000-0000000-0000000?psc=1,Good
6894,cricket legend 20 inspiring biography kid greatest cricketer time fun filled cricket book whole family,Lunar Press,Sports,Cricket,Paperback,999.0,4.4,29.0,https://www.amazon.in/Cricket-Legends-Biographies-Cricketers-Fun-Filled/dp/B0BZFP491W/ref=zg_bs_g_1318245031_d_sccl_21/000-0000000-0000000?psc=1,Good
6895,sachin tendulkar definitive biography,Vaibhav Purandare,Sports,Cricket,Paperback,199.0,3.7,28.0,https://www.amazon.in/Sachin-Tendulkar-Definitive-Vaibhav-Purandare/dp/8174363602/ref=zg_bs_g_1318245031_d_sccl_22/000-0000000-0000000?psc=1,Good
6896,island eleven mcc cricket society wisden book year 2023,Nicholas Brookes,Sports,Cricket,Hardcover,625.0,4.3,27.0,https://www.amazon.in/Islands-Eleven-Story-Lankan-Cricket/dp/0670094501/ref=zg_bs_g_1318245031_d_sccl_23/000-0000000-0000000?psc=1,Good
6897,driven,Vijay Lokapally,Sports,Cricket,Paperback,308.0,4.4,393.0,https://www.amazon.in/Driven-Virat-Kohli-Vijay-Lokapally/dp/9389000769/ref=zg_bs_g_1318245031_d_sccl_24/000-0000000-0000000?psc=1,Good
6898,great indian cricket circus amazing fact stats everything,Joy Bhattacharjya,Sports,Cricket,Kindle Edition,335.3,4.6,34.0,https://www.amazon.in/Great-Indian-Cricket-Circus-Everything-ebook/dp/B0CC73DLYN/ref=zg_bs_g_1318245031_d_sccl_25/000-0000000-0000000?psc=1,Good
6899,faf fire,FAF DU PLESSIS,Sports,Cricket,Paperback,334.0,4.4,255.0,https://www.amazon.in/Faf-Through-Fire-FAF-PLESSIS/dp/0143463225/ref=zg_bs_g_1318245031_d_sccl_26/000-0000000-0000000?psc=1,Good
6900,win dream11 45 lakh ultimate fantasy sport guide,Pranav Jain,Sports,Cricket,Kindle Edition,399.0,4.0,37.0,https://www.amazon.in/How-win-Dream11-ultimate-Fantasy-ebook/dp/B09521K368/ref=zg_bs_g_1318245031_d_sccl_27/000-0000000-0000000?psc=1,Good
6901,hitting spin cricket really work,Nathan Leamon,Sports,Cricket,Paperback,639.0,4.5,566.0,https://www.amazon.in/HITTING-AGAINST-SPIN-CRICKET-REALLY/dp/1472131266/ref=zg_bs_g_1318245031_d_sccl_28/000-0000000-0000000?psc=1,Good
6902,believe life cricket taught,Raina Suresh With Sundaresan Bharat,Sports,Cricket,Paperback,200.0,4.6,1091.0,https://www.amazon.in/Believe-What-Life-Cricket-Taught/dp/0143454331/ref=zg_bs_g_1318245031_d_sccl_29/000-0000000-0000000?psc=1,Good
6903,stargazing player life,Ravi Shastri,Sports,Cricket,Audible Audiobook,1519.0,3.8,243.0,https://www.amazon.in/Audible-Stargazing-Players-My-Life/dp/B09KM9GQRZ/ref=zg_bs_g_1318245031_d_sccl_30/000-0000000-0000000?psc=1,Good
